"","activity","subject","tBodyAccmeanX","tBodyAccmeanY","tBodyAccmeanZ","tBodyAccstdX","tBodyAccstdY","tBodyAccstdZ","tGravityAccmeanX","tGravityAccmeanY","tGravityAccmeanZ","tGravityAccstdX","tGravityAccstdY","tGravityAccstdZ","tBodyAccJerkmeanX","tBodyAccJerkmeanY","tBodyAccJerkmeanZ","tBodyAccJerkstdX","tBodyAccJerkstdY","tBodyAccJerkstdZ","tBodyGyromeanX","tBodyGyromeanY","tBodyGyromeanZ","tBodyGyrostdX","tBodyGyrostdY","tBodyGyrostdZ","tBodyGyroJerkmeanX","tBodyGyroJerkmeanY","tBodyGyroJerkmeanZ","tBodyGyroJerkstdX","tBodyGyroJerkstdY","tBodyGyroJerkstdZ","tBodyAccMagmean","tBodyAccMagstd","tGravityAccMagmean","tGravityAccMagstd","tBodyAccJerkMagmean","tBodyAccJerkMagstd","tBodyGyroMagmean","tBodyGyroMagstd","tBodyGyroJerkMagmean","tBodyGyroJerkMagstd","fBodyAccmeanX","fBodyAccmeanY","fBodyAccmeanZ","fBodyAccstdX","fBodyAccstdY","fBodyAccstdZ","fBodyAccJerkmeanX","fBodyAccJerkmeanY","fBodyAccJerkmeanZ","fBodyAccJerkstdX","fBodyAccJerkstdY","fBodyAccJerkstdZ","fBodyGyromeanX","fBodyGyromeanY","fBodyGyromeanZ","fBodyGyrostdX","fBodyGyrostdY","fBodyGyrostdZ","fBodyAccMagmean","fBodyAccMagstd","fBodyBodyAccJerkMagmean","fBodyBodyAccJerkMagstd","fBodyBodyGyroMagmean","fBodyBodyGyroMagstd","fBodyBodyGyroJerkMagmean","fBodyBodyGyroJerkMagstd"
"81","STANDING",21,24.64874959,-1.48705409883,-9.827189167,-87.34637654,-83.98054466,-84.20498323,78.42798743,-30.80784474,-18.48402639,-87.47869353,-87.01364602,-85.3145102,6.715440343,0.895528424305,-0.29556336974,-86.95863816,-85.78900978,-87.03449527,-1.7064138776,-6.56923120213,7.697283062,-85.66379282,-85.08214815,-85.38010496,-9.184781877,-3.598276733,-4.79008448809,-86.49611802,-86.93661457,-86.81302608,-85.33091253,-85.16587094,-85.33091253,-85.16587094,-86.75409941,-86.47297983,-84.53550651,-84.15968176,-86.94028049,-86.87767821,-87.07116407,-84.52284648,-85.46439865,-87.47746246,-83.97551902,-83.87884284,-86.93546795,-85.84076838,-86.75547744,-87.1782132,-85.97614276,-87.19537723,-85.17210682,-85.44735061,-85.38949805,-85.84319811,-84.91320132,-85.71808692,-85.64392874,-85.44372415,-86.38645238,-86.50142445,-85.14834899,-84.35092239,-86.8752817,-87.01588914
"82","STANDING",22,17.58039328,-0.99894820723,-6.6129477007,-62.05503321,-58.12967717,-59.35870428,60.10605075,-14.26438274,2.0400973596,-62.54811979,-61.1780868,-60.4100827,4.739634218,0.67590787429,-0.39456374193,-61.46526208,-59.99512012,-61.83311809,-1.7337711014,-4.3474264361,4.620839348,-57.82373373,-60.77702439,-60.51669815,-6.142584876,-2.6522920207,-3.233029247,-59.83210981,-62.04870846,-61.72447506,-60.15288266,-59.21157785,-60.15288266,-59.21157785,-61.48018841,-60.40598101,-58.69233115,-56.748923,-61.65202234,-60.86342735,-61.76355628,-58.53716742,-60.29741303,-62.20621928,-58.19042618,-59.11982275,-61.42306053,-59.98491161,-61.58674815,-61.66269906,-60.23870775,-62.01123001,-57.77214021,-61.15299374,-60.62664921,-57.95066229,-60.61688241,-60.71012507,-59.78980243,-59.45556552,-60.46386431,-60.26919946,-58.72011206,-56.71401191,-61.00780129,-60.81671778
"83","STANDING",23,18.89715398,-1.2068337255,-7.52059720751,-67.00866333,-65.17422549,-63.19986267,62.55028456,-7.9832924594,-15.20692030166,-66.95350618,-66.96766812,-64.40958194,5.101404055,0.71985832197,-0.359897419732,-66.85365321,-66.31495889,-66.20447465,-2.22630466691,-4.43540059385,5.554845194,-64.05676434,-64.46908374,-65.44249888,-6.674071143,-2.834064327,-3.7279386895,-66.14840774,-66.13064758,-66.95650712,-65.09043416,-64.71355031,-65.09043416,-64.71355031,-66.54966101,-66.28718392,-63.81325995,-62.81816646,-66.39514917,-66.12234084,-66.8866494,-65.47256412,-64.27159868,-67.07067022,-65.14688396,-62.97548674,-66.86326114,-66.31200619,-65.93349562,-66.94815167,-66.44674385,-66.38440948,-64.43070967,-64.78911919,-65.81989042,-64.03549906,-64.31924065,-65.56899473,-65.14306004,-64.95981224,-66.21827459,-66.30365075,-64.23170042,-62.88676866,-66.13671914,-66.22177902
"84","STANDING",24,19.34407299,-0.999018848408,-7.467356216,-68.12065511,-64.64416623,-64.18956358,66.68451732,-10.018889765,-3.6610392844,-68.46163384,-66.80272182,-65.28676151,5.148624174,0.7578938548,-0.24755468439,-67.65959474,-66.77444907,-67.46242849,-1.9224194289,-4.778572054,5.321598431,-66.29096756,-66.74359779,-66.92714879,-6.844439267,-2.9789963952,-3.568544619,-67.33411983,-67.75686647,-67.84610496,-65.55421022,-65.40516981,-65.55421022,-65.40516981,-67.45584582,-67.14447567,-65.86178299,-65.76422974,-67.78472156,-67.61970459,-67.90867072,-65.47894093,-65.81341435,-68.23077789,-64.4773806,-63.74237027,-67.7001532,-66.77272088,-67.21776232,-67.73879668,-66.94574471,-67.61563512,-66.13927292,-66.95942807,-66.9392038,-66.37011297,-66.64006583,-67.115517,-66.24456008,-65.51705639,-67.08534351,-67.15049016,-66.51063968,-65.85409521,-67.69722741,-67.6031019
"85","STANDING",25,20.57301392,-1.21041600403,-7.944118862,-73.40578938,-70.63812272,-71.38355892,68.80481025,-11.7894422,14.88747588,-73.49297181,-72.56757983,-71.61665082,5.567295988,0.49077834278,-0.460878505661,-73.13513672,-71.94815838,-73.0426387,-1.8348059571,-5.171688715,6.309872243,-71.88044917,-72.28006396,-71.9142463,-7.435053634,-3.0953802779,-4.121645011,-72.36531735,-73.05591836,-72.57344979,-71.97710582,-71.63759657,-71.97710582,-71.63759657,-72.86388327,-72.71514399,-71.56373077,-71.0314363,-72.89680735,-72.75907991,-73.26689701,-71.02861799,-72.07979111,-73.471029,-70.60927042,-71.19715674,-73.14194446,-71.96902952,-72.87758659,-73.21115192,-72.07818326,-73.10445558,-71.63781087,-72.40159151,-71.81380783,-71.97714858,-72.22108929,-72.14867452,-71.9542991,-71.79507087,-72.68976864,-72.67416531,-71.70396497,-71.12068937,-72.81731944,-72.74932126
"86","STANDING",26,20.80340062,-1.23290146923,-8.1575969348,-73.48713329,-70.2604955,-71.2611417,71.44410598,-10.383341215,6.542655849,-73.45822988,-71.5569961,-71.35290683,5.576478739,0.60481847539,-0.16242835929,-73.29687827,-72.21922592,-73.0153152,-1.8155592009,-5.4122546435,5.747630182,-72.06009823,-72.69820256,-72.14196069,-7.426343786,-3.026688748,-3.9408104173,-72.40695829,-73.24275725,-72.96344524,-71.66986538,-71.23960014,-71.66986538,-71.23960014,-73.03690581,-72.71434272,-71.68187271,-71.23636533,-73.15231707,-72.83478064,-73.40750955,-70.92177152,-72.01792149,-73.53397822,-70.13939613,-71.04205687,-73.30343668,-72.24376234,-72.85773017,-73.35439899,-72.32426626,-73.06967838,-71.73295587,-72.80755736,-72.10998996,-72.17380178,-72.64882461,-72.32397437,-71.82478853,-71.32928815,-72.73288982,-72.60356914,-71.95265004,-71.25960283,-72.94640691,-72.76523571
"87","STANDING",27,22.36535373,-1.3274589156,-8.626865442,-79.35612668,-76.41371352,-76.99267559,77.22811936,-15.08038779,-0.4459335008661,-79.52097303,-78.37128418,-77.45359629,5.997598466,0.979466498799,-0.11036023954,-79.01026896,-78.066378,-78.98838304,-2.1385323124,-5.400569606,5.7347317059,-77.5921606,-78.59991929,-78.50254456,-7.900840629,-3.339774027,-4.1123135188,-78.61139596,-79.26384063,-79.1176286,-77.82026299,-77.30880916,-77.82026299,-77.30880916,-78.82780961,-78.73272718,-77.49623653,-77.25546672,-79.16256831,-79.10558272,-79.20974498,-76.90849129,-77.93169962,-79.43006602,-76.35052851,-76.71398353,-79.02173995,-78.0694944,-78.80891004,-79.0885448,-78.20844656,-79.05666098,-77.61197031,-78.69854984,-78.46899945,-77.61774691,-78.54862058,-78.64840391,-77.85489459,-77.40232841,-78.73213168,-78.64178221,-78.04204525,-77.23201362,-79.15347862,-79.08632736
"88","STANDING",28,21.94581046,-1.36381748491,-8.419771431,-77.24214245,-69.17944813,-71.50478211,74.93267303,-19.56483716,-3.0480609629,-78.2146947,-76.06131391,-75.19079234,5.949739655,0.71681694263,-0.21156996131,-76.51976021,-73.76768583,-76.6114636,-2.00092419397,-5.838113011,6.834867577,-69.83854636,-74.26049929,-73.11382399,-8.0776243166,-3.4077808339,-4.15458039377,-73.33912842,-76.86518353,-75.56327593,-73.11226048,-72.4950084,-73.11226048,-72.4950084,-75.80460701,-75.37140293,-70.6451551,-69.27648611,-75.81480051,-75.54505193,-76.82906433,-70.58100102,-73.82573925,-77.44113171,-69.08307198,-70.91046327,-76.5125835,-73.87834929,-76.21534786,-76.76215094,-74.02231114,-76.9121921,-69.55366215,-74.90470204,-73.2057602,-70.04983469,-73.95202712,-73.63108756,-73.40257187,-72.9847155,-75.26549345,-75.44208927,-71.86254247,-69.3983133,-75.74192757,-75.52269054
"89","STANDING",29,18.06772928,-1.1219381489,-7.062839386,-64.7444613,-63.00422187,-63.71348678,63.34306758,-3.8016649814,2.05494802336,-64.78967478,-64.0337121,-63.99019533,4.894841447,0.74818236132,0.021638174041,-64.58743334,-63.91698026,-64.38860088,-1.7944912265,-4.6868944143,5.379294495,-63.56966329,-64.37371696,-63.91896181,-6.426559786,-2.63321876,-3.542020991,-63.91404901,-64.70965235,-64.39457085,-64.00844573,-63.81347134,-64.00844573,-63.81347134,-64.40105227,-64.38221982,-63.74272713,-63.39831325,-64.48940543,-64.44448609,-64.67656258,-63.26747508,-63.96624161,-64.77929707,-62.93810595,-63.62219329,-64.59289889,-63.90767374,-64.25520266,-64.61802253,-64.01088085,-64.43556435,-63.34155422,-64.45313381,-63.93755644,-63.64556672,-64.32684188,-64.00642472,-63.99562616,-63.84610154,-64.33660302,-64.37131575,-63.75718199,-63.43601737,-64.45868338,-64.44859059
"90","STANDING",30,16.34964925,-1.0039669381,-6.4166163803,-57.67600619,-52.6076171,-53.85818522,57.1448456,-5.917511447,1.433961739,-58.78883423,-56.53060004,-56.00323473,4.439245385,0.71307645641,0.112596460297,-57.13741397,-56.481814,-57.16494165,-1.6292173588,-3.954972841,4.73483705,-53.77310256,-55.50161932,-54.91924638,-5.8832453465,-2.5827822325,-3.0698123412,-56.64702538,-57.11996537,-57.27989457,-54.90384092,-54.07765604,-54.90384092,-54.07765604,-57.30228622,-56.094974,-53.91954333,-52.34761057,-57.40672116,-56.40374464,-57.348829,-54.24903215,-55.34729672,-57.84516797,-52.24879412,-53.52992079,-57.10359777,-56.48865836,-56.81066505,-57.36078699,-56.66609927,-57.46330596,-54.02882845,-55.79210138,-55.33008935,-53.79137163,-55.42871667,-55.17543621,-54.99079959,-54.38226075,-56.24809934,-55.85175097,-54.12951562,-52.44346145,-56.59528774,-56.34550529
"91","WALKING",1,26.34642208,-1.6514627601,-10.559069837,-26.95532459,10.873826991,-24.70265071,88.84620414,-26.80567702,-6.46977208,-92.77791604,-92.27406634,-90.03313648,7.033955165,2.6858504109,-0.3959985869,-10.7934822314,6.365237573,-47.75647991,-3.97394153497,-6.6053543901,8.0697576439,-44.98587116,-5.18773802265,-32.7053298,-8.5497665252,-3.7850727399,-4.3824383027,-19.705076202,-28.92450851,-38.404268,-13.0122617729,-20.870421335,-13.0122617729,-20.870421335,-13.435736858,-7.07481625594,-15.293057491,-17.76294463,-28.376849513,-30.905863495,-19.265459101,8.5227090082,-31.49821119,-30.31779836,5.32380065037,-26.570241392,-16.20196163221,-3.346424790741,-44.55492634,-12.690727601,10.14028642792,-50.79777684,-32.208058726,-9.7906445613,-24.31438933,-49.08573418,-3.1832751799,-41.47341161,-12.2192278098,-37.81309575,-5.42634300326,-9.8317782852,-18.9289940537,-30.49670562,-30.334316409,-36.25218162
"92","WALKING",2,16.3091686,-1.09710027496,-6.22452112,-24.99492747,-4.6073839454,-25.09019397,53.86802267,-20.44981831,4.99889814,-57.38889888,-57.3548959,-57.35229801,3.64667610805,1.0767068078,0.4658248869,-16.3742972946,-0.9795319408,-34.57933472,-3.12852312835,-2.84605567,4.887186136,-33.13146509,-31.7687664,-28.38404657,-4.831117232,-3.1759667495,-3.0381410253,-22.98344006,-37.41428573,-25.69406796,-17.13404803,-24.93010599,-17.13404803,-24.93010599,-16.604025079,-9.6849081225,-26.34639648,-32.62817506,-32.32680507,-32.91009093,-20.4168415,-1.2923838096,-26.77457582,-27.00143164,-9.983961486,-26.85810664,-17.97230405,-4.647080936,-32.74244587,-18.544470741,-0.9046441685,-36.33799312,-25.35309863,-32.73155462,-23.40293454,-35.63912813,-31.4497702,-33.03154147,-19.133076248,-34.04920749,-9.974796816,-9.6814261975,-31.31158407,-38.45577754,-34.41170831,-32.92816873
"93","WALKING",3,15.9829128,-0.99625349638,-6.53514187,-20.90069011,-4.0550157822,-22.46989567,54.31739111,-15.19520876,-8.010256243,-56.7107523,-55.81662709,-55.22132411,4.72552611943,0.583430613,-0.326113465,-15.583419345,-2.6077936467,-30.71019475,-1.4871501166,-4.519075437,4.7182184684,-33.16843449,-32.70000909,-27.64839187,-5.5239093571,-2.24967298,-2.92097338473,-22.38353319,-37.06710308,-31.12651666,-14.77203933,-19.04887832,-14.77203933,-19.04887832,-16.24054041,-8.1151486089,-27.05188174,-32.56761963,-32.83584264,-32.90755053,-18.363612678,-4.715541249,-23.91769632,-21.99805331,-7.1937882561,-24.53391149,-17.672277668,-8.149498233,-29.81996081,-17.20260472,-0.32566927811,-31.52468827,-25.3950543,-32.56852339,-24.25132061,-35.67703945,-32.99554306,-31.66199051,-16.82182904,-26.46963869,-10.832341984,-5.21141544346,-33.04583479,-36.69331099,-35.24959547,-31.84704646
"94","WALKING",4,16.71492091,-0.89039685205,-6.684183891,-26.44979828,-4.7296042061,-35.17516841,57.83998181,-5.151241594,7.66584676,-59.02958969,-58.07779326,-57.77808672,4.7011744931,0.1773614572,-0.0460607603000001,-17.822556752,-13.2699078949,-45.08348295,-1.90789534677,-4.3614316715,4.8340629673,-30.05499954,-39.92364557,-39.75649356,-6.9192933885,-2.3608469348,-3.3070011166,-29.54046401,-48.44519622,-38.42724797,-18.72303445,-31.66074619,-18.72303445,-31.66074619,-22.00205279,-19.01513736,-29.8675320636,-33.18696667,-40.87824219,-43.80878211,-25.60316698,-8.9639780064,-37.86032825,-26.83409578,-6.10796703391,-35.65189954,-21.53300482,-16.773203492,-43.73949574,-17.839564347,-12.594000378,-46.34154524,-22.40307244,-41.3076034,-36.08286775,-32.55880554,-39.27946621,-42.98750851,-27.0482735,-39.07035769,-19.11526866,-19.22752206,-36.557135281,-35.63623205,-43.45964524,-45.46608487
"95","WALKING",5,15.55917139,-0.967961777903,-6.033539482,-16.469517917,4.2979105571,-25.59320043,54.46699775,-5.624655977,0.1386692319,-54.84350936,-53.84878659,-54.01652502,4.736977468,-0.9138869669,0.0046600923700001,-16.961897379,-5.0982256002,-34.32213784,-2.73795142114,-3.864757398,4.566438777,-27.48913988,-28.25883367,-17.84723445,-4.9750867895,-2.5175333741,-2.7030057378,-20.030158584,-32.00053493,-8.8302224631,-8.8669657661,-21.12200907,-8.8669657661,-21.12200907,-16.146649348,-15.8055675,-19.93225268,-27.56190212,-24.89381918,-27.39518579,-16.115826015,0.5297811429,-27.45406108,-16.660971891,2.3857502527,-27.05135761,-19.31746916,-10.13911103554,-33.06781047,-17.997857892,-3.0531961829,-35.47207976,-20.86944998,-28.78129623,-11.935113738,-29.64599625,-28.15026931,-23.54055621,-17.079579378,-29.09966786,-15.0909730205,-17.11838106,-27.11871842,-33.02552438,-30.69100019,-25.51725685
"96","WALKING",6,16.16855548,-0.96303887777,-6.287280455,-16.90270689,9.3601914448,-28.74647981,54.60984494,-12.23760658,1.891766313,-55.7334541,-54.96216838,-54.56068647,3.9876394984,-0.939540781,-0.4211907844,-7.5687317154,0.461071503,-32.81931559,-1.4540482628,-4.2434360562,4.7812101559,-25.4231943,-18.90702927,-21.83894208,-5.0096792136,-2.0651611395,-3.07570452,-10.408253212,-23.73424403,-9.5010120673,-9.509920677,-15.20384754,-9.509920677,-15.20384754,-11.121670485,-4.024368996,-16.028846944,-20.839366256,-18.313557539,-20.788375512,-10.712256419,8.0245524535,-28.41564937,-19.67797833,5.79687960363,-31.37705344,-8.603746316,-4.2963312332,-30.86200112,-10.9835975662,1.7923688661,-34.69158819,-13.6600905004,-19.45857048,-11.6038011478,-29.3734597,-18.92449629,-29.19592631,-11.479036636,-24.03593633,-3.1578811299,-5.500498307,-18.791824032,-29.10695439,-20.890530445,-23.2604976695
"97","WALKING",7,15.70879882,-1.0632589247,-6.321997392,-18.65286472,-4.403925798,9.0989831459,53.15628892,-9.06852921,-9.168274669699,-55.85152247,-55.25603684,-54.27310692,5.1383371004,1.0506395227,-1.1992717444,-19.72349489,-3.120459005,-8.52084532068,0.13043606886,-4.7715482316,3.6542962316,-28.68887047,-13.172603411,-22.57277151,-7.048289385826,-2.55226636955,-2.82556463178,-12.0650359192,-9.9257754121,-26.12326937,-5.5751155048,-11.317618378,-5.5751155048,-11.317618378,-10.998087325,-1.5707677688,-17.43968303,-11.3021405165,-17.101298458,-5.4343866181,-19.55375913,-3.6569159556,2.19924383837,-18.35598976,-8.192143926,7.59905920109,-21.87180047,-7.02199458087,-6.06995125488,-20.822943084,-2.4619295266,-10.8728377348,-18.148520966,-8.6621011839,-20.90381622,-32.12606963,-16.578984604,-26.40639104,-8.620888026,-20.04728649,-2.18986760172,-1.261886406,-10.99585663167,-19.602010152,-8.85437178417,-4.7974835123
"98","WALKING",8,13.18494288,-0.89581855349,-5.14810036,-8.3330753281,18.27753853,-6.820249527,43.8521447,-10.42090534,-8.940856174177,-46.78809841,-45.92551227,-45.91872503,3.376288756,-0.289894807,-0.03234234609,-12.417054135,11.231402134,-18.393628631,1.12842349562,-4.59800594568,2.4463579939,-9.562066485,-10.17586932,-3.6213496435,-6.5225487053,-1.5114283466,-2.5088830336,-11.811972021,-20.54667361,-18.64545464,2.4805741349,-8.6595495648,2.4805741349,-8.6595495648,-3.20794766608,-8.859410591,-0.14891703366,-11.45984179,-16.27820494,-24.14194826,-11.87467257,15.21515488,-11.45446055,-7.1225692252,15.5925567,-7.6049924146,-14.93753813,3.8247977876,-17.35503658,-13.029512894,15.162409751,-19.415160453,-4.8990265828,-12.467025232,-6.379305575,-11.244096283,-9.158674632,-6.862763271,-4.5704295717,-17.31931097,-5.9440516688,-13.268934246,-14.459608735,-15.718059739,-22.70525908,-27.89952916
"99","WALKING",9,14.48214779,-0.940638250679,-5.76266664,-12.39438526,-10.488241963,-3.01410963896,49.49708814,-1.6345770414,-6.02451829618,-51.01054263,-50.504606,-49.68724777,3.6626578065,1.10373073209,0.2156766249,-10.750156974,-14.40035656,-21.30775536,-4.203475113,-3.2531132952,5.8047485546,-24.76050235,-24.28681673,-13.81554311,-4.2078612912,-1.8526738206,-3.29371442708,-27.40323607,-28.55841186,-23.80983769,-5.100370579946,-19.73029604,-5.100370579946,-19.73029604,-10.594148007,-16.48990133,-15.316197875,-25.4657422,-26.53320778,-31.19305658,-15.32498051,-13.39923604,-13.041925509,-11.337038826,-11.646573047,-1.75741933418,-16.34180087,-19.12074294,-20.77614475,-8.85187368699,-11.875784621,-21.79342687,-19.95115829,-22.71910475,-12.491570631,-26.38503466,-25.53149749,-17.80309561,-16.577653181,-26.72238157,-16.47727721,-16.76155191,-26.71746898,-29.26115549,-31.33424415,-32.46630003
"100","WALKING",10,14.76442606,-0.9021846131,-5.780048143,-9.471615923,-1.205387754,-20.96918882,51.04388394,-4.442868174,2.911164084,-51.64506338,-51.46908015,-50.7667246,4.5471021892,0.2163718601,-0.8636519356,-2.76655237,3.9792662462,-27.11813401,0.56654337394,-4.343566153933,5.22948737515,-21.95289019,-13.29522589,-9.249818036,-6.5036068635,-2.7517863995,-3.2396935229,-19.40137733,-27.01321638,-17.44121311,-6.7522483397,-9.8369269916,-6.7522483397,-9.8369269916,-7.029124591809,1.9932419145,-8.292312709,-21.30733219,-23.33927274,-26.55447958,-6.052070068,2.8297331224,-21.84568429,-10.937424353,-6.8781124348,-23.07112343,-5.7208786958,1.63797569713,-24.59308697,-4.19504681567,2.569798663,-29.60117046,-14.72943038,-18.29607883,-5.7520915837,-24.28952544,-10.832819544,-14.48452191,-4.9302583408,-19.63501303,1.08750444,2.66106446543,-21.86869621,-26.48726924,-27.2984628,-27.43681735
"101","WALKING",11,16.03749168,-0.98220741838,-6.259681938,-24.94768224,-3.0805124276,-31.30695237,55.84163863,-12.51070634,7.909139691,-57.88495985,-57.00819266,-56.69030836,4.8952850381,0.7533266117,-0.788524839,-25.28246427,-10.703734585,-42.51862914,-2.5188810732,-4.1601193481,4.9780925234945,-35.18446892,-29.47789195,-25.61651395,-5.4174047534,-3.0336180424,-2.0217969609,-31.95536743,-43.5416316,-32.51371661,-17.01108485,-28.77641899,-17.01108485,-28.77641899,-23.73765892,-23.7853358,-24.88629874,-32.94340421,-37.21322963,-44.46661355,-23.39549018,-4.89982277226,-36.3677717,-25.58849538,-5.6998028837,-30.8625103,-26.74265086,-14.266301845,-40.86303846,-26.78263936,-10.0404667843,-44.10631211,-30.37044515,-34.99333651,-23.49930686,-36.76586587,-26.76612786,-29.41472373,-27.05232969,-34.48290353,-23.31185192,-24.62936212,-36.0031351,-35.38498083,-44.36295299,-45.64086982
"102","WALKING",12,13.85643328,-0.7780463803,-5.158055316,-6.4449266548,-6.1391645004,-20.53030313,48.34367574,-7.79917249,-1.804214394,-48.955656,-48.23095869,-47.51381136,2.2882200741,0.98883474168,0.2512935164,-0.675330553,-4.47024842925,-25.6138419,-5.22568354379,-1.721455391,4.99869561502,-27.31317353,-22.47006989,-17.508514332,-3.111946587,-2.4926302296,-2.33669075963,-19.54036191,-29.06453455,-24.03210998,-5.1102275224,-11.848643441,-5.1102275224,-11.848643441,-7.2032461344,-1.014252522,-17.796518256,-20.66041704,-25.87468877,-27.44452253,-2.7178819755,-3.5651227546,-21.11626501,-8.0353630317,-10.425764003,-22.60733472,-4.080989767,-7.06870352991,-24.56930864,-1.552964728,-4.70282042165,-26.57431609,-20.09879659,-23.39431689,-15.864124218,-29.65714409,-22.18991648,-21.11282606,-7.6558001392,-20.44481497,-1.4956212669,-0.6976954348,-22.1251892,-24.74011077,-28.05882207,-28.24670063
"103","WALKING",13,15.72533843,-1.0582657161,-6.351593003,-19.77788247,8.0864012954,-12.5687016105,51.91877543,-16.16853911,-7.484083964,-55.43506058,-54.7712912,-54.0723425,4.61466429503,0.1757677658,0.3404319367,-12.5918738769,3.22328599882,-21.35409081,-0.9929835178,-4.55129326518,4.46997215514,-21.43541511,-16.531342368,-20.71208704,-5.5096119816,-1.8231408499,-3.6291514308,-12.358287722,-20.392371287,-19.480651996,-7.731700467,-16.67514349,-7.731700467,-16.67514349,-7.59268698,-7.51194614147,-12.46416483,-14.434684102,-17.29996798,-18.360747649,-19.0967169,5.44435880016,-14.070535931,-20.13809139,5.255222907,-15.3840945293,-16.5562656966,-2.503412283,-19.509031863,-12.5238211067,5.39642710239,-23.15188104,-10.9928190207,-14.604172607,-15.76665342,-24.8357385,-18.161254849,-25.95403233,-13.372249388,-24.98817033,-8.6703555431,-6.47473965225,-15.245925311,-21.65725462,-19.296046626,-19.909279831
"104","WALKING",14,16.04561632,-1.2849337477,-6.298625779,-23.75570679,-3.16314745124,3.06116213613,47.37546373,-15.94857455,-24.92722084,-57.51419617,-56.31290021,-55.90350122,4.25317968937,1.42284539,1.178365918,-26.81532416,-20.31603458,-27.89467423,-0.20511648674,-4.895128803,3.028014034,-35.42290511,-0.87551636525,-7.439357212,-6.528707233327,-2.5899202216,-2.2940729251,-33.73383478,-31.6675244,-29.33407359,-8.519875635,-21.46453204,-8.519875635,-21.46453204,-22.26029615,-25.94506819,-8.09531577,-11.882713902,-30.67380776,-35.76009552,-24.86839218,-10.301508846,-10.4646196085,-23.35573916,-3.2019888359,5.04386360791,-27.86927639,-22.22922943,-24.53805157,-28.60306488,-20.85808676,-31.20448257,-30.00715526,-12.737802022,-12.56261979,-37.17484248,4.91440825221,-10.633743992,-22.03748949,-26.99191056,-25.46389575,-26.75213453,-18.37180053,-15.66476854,-34.87117923,-38.68498207
"105","WALKING",15,14.79055723,-0.92237259649,-5.811578254,-17.70993726,7.50129787933,-28.02236228,51.38231714,-12.63158726,4.089726368,-52.83345355,-52.43705108,-51.73517333,4.847961897,0.4809178243,0.035570132779,-20.15374959,-1.72403352389,-37.05849471,-2.99637277738,-3.30711056982,4.54941857352,-17.79972949,-22.72671042,-26.27276339,-4.1941408751,-2.98369748948,-2.7592730586,-15.32347131,-37.92975854,-31.95010484,-10.071791141,-17.4894295,-10.071791141,-17.4894295,-17.28698344,-16.743856959,-13.16040072,-22.993117334,-29.37489303,-34.44044159,-17.1418097,6.01133924659,-29.96687546,-17.95611385,4.35048968085,-28.9994264,-21.10438721,-3.614641536,-35.04088372,-22.22100368,-3.27693135896,-39.0447616,-13.683565456,-28.91279319,-24.91905954,-19.31220245,-19.729505262,-29.37587006,-14.85843707135,-24.75061879,-15.64671343,-18.490244104,-26.41498472,-26.0145118,-34.83405962,-35.31654795
"106","WALKING",16,14.07720179,-1.04186334021,-5.54900654,-20.63931872,-16.04305788,-8.149789302,47.22504763,-3.408057011,-11.08491091,-50.10594937,-49.66302694,-49.03074997,3.928141236,0.4939067859,0.184009674,-20.20741066,-21.70375679,-22.45316909,-0.77378175524,-3.549374017,4.175118752,-33.3627642,-31.24227534,-18.63996606,-5.6567847624,-2.2127719002,-2.7182320206,-34.47037586,-36.3241254,-29.13450375,-13.1971014,-24.06227264,-13.1971014,-24.06227264,-18.52036866,-20.57271476,-24.78252857,-33.91899862,-34.24863354,-36.86323036,-20.13431211,-16.39653406,-12.46251546,-20.86259489,-18.07290461,-9.205567215,-22.51171531,-23.16781193,-21.5389521,-20.54708987,-22.11424555,-23.28845041,-30.3830708,-31.60632845,-22.07715086,-34.36079798,-31.20898475,-20.56420936,-20.93362534,-30.19970024,-19.29220302,-22.51383548,-34.13065558,-36.77798708,-36.75479679,-38.03206955
"107","WALKING",17,16.61285317,-1.12773996037,-6.697319444,-19.48951055,-1.07236710181,-16.21529384,56.61485448,-10.975570345,-11.606222927,-59.83998445,-59.08540536,-58.37109814,4.7164503382,0.793601145,1.4868953401,-21.68505076,-5.7058487074,-32.59250201,-0.5625819667,-5.122617397,4.6185092059,-29.26862429,-27.75090714,-23.54871056,-6.7075135136,-2.3134331046,-3.1342237172,-26.30906504,-34.17241283,-31.98979613,-9.22024075,-28.17210988,-9.22024075,-28.17210988,-18.36668942,-16.81603996,-20.43560005,-31.87218058,-31.54721388,-32.92221798,-22.02049217,-3.96663249497,-23.35280094,-18.59318272,-3.3924413782,-16.00588729,-25.83021177,-11.848196026,-31.9290504,-20.97583387,-2.8693142038,-33.17625277,-24.87071922,-29.90014348,-24.32736227,-30.79580674,-26.79356605,-26.76489067,-26.19218265,-34.47491297,-20.4922724,-12.885143471,-31.63570158,-37.53452474,-35.54542344,-31.74351423
